recordID,state,cases,deaths
d101644,North Carolina,1582,11
d101645,North Dakota,147,3
d101646,Northern Mariana Islands,6,1
d101647,Ohio,2547,65
d101648,Oklahoma,719,30
d101649,Oregon,736,19
d101650,Pennsylvania,5805,74
d101651,Puerto Rico,286,11
d101652,Rhode Island,566,10
d101653,South Carolina,1293,26
d101654,South Dakota,129,2
d101655,Tennessee,2690,23
d101656,Texas,4261,63
d101657,Utah,1012,7
d101658,Vermont,321,16
d101659,Virgin Islands,30,0
d101660,Virginia,1511,34
d101661,Washington,5588,249
d101662,West Virginia,191,2
d101663,Wisconsin,1550,33
d101664,Wyoming,137,0
d101665,Alabama,1270,32
d101666,Alaska,146,2
d101667,Arizona,1600,35
d101668,Arkansas,683,12
d101669,California,11190,247
d101670,Colorado,3728,96
d101671,Connecticut,3824,112
d101672,Delaware,393,12
d101673,District of Columbia,653,12
d101674,Florida,9000,144
d101675,Georgia,5444,176
d101676,Guam,152,3
d101677,Hawaii,283,2
d101678,Idaho,891,9
d101679,Illinois,7695,165
d101680,Indiana,3039,78
d101681,Iowa,614,11
d101682,Kansas,554,14
d101683,Kentucky,755,34
d101684,Louisiana,9150,310
d101685,Maine,376,7
d101686,Maryland,2331,36
d101687,Massachusetts,8966,154
d101688,Michigan,10791,417
d101689,Minnesota,742,18
d101690,Mississippi,1177,26
d101691,Missouri,1834,24
d101692,Montana,241,5
d101693,Nebraska,273,6
d101694,Nevada,1458,38
d101695,New Hampshire,479,5
d101696,New Jersey,25590,539
d101697,New Mexico,403,7
d101698,New York,92381,2373
d101699,North Carolina,1857,17
d101700,North Dakota,159,3
d101701,Northern Mariana Islands,8,1
d101702,Ohio,2902,81
d101703,Oklahoma,879,34
d101704,Oregon,826,21
d101705,Pennsylvania,7016,90
d101706,Puerto Rico,316,12
d101707,Rhode Island,657,12
d101708,South Carolina,1554,31
d101709,South Dakota,165,2
d101710,Tennessee,2869,32
d101711,Texas,4880,79
d101712,Utah,1074,7
d101713,Vermont,338,17
d101714,Virgin Islands,37,0
d101715,Virginia,1706,41
d101716,Washington,6585,272
d101717,West Virginia,217,2
d101718,Wisconsin,1730,37
d101719,Wyoming,153,0
d101720,Alabama,1535,38
d101721,Alaska,156,2
d101722,Arizona,1769,41
d101723,Arkansas,738,12
d101724,California,12569,282
d101725,Colorado,4182,110
d101726,Connecticut,4915,132
d101727,Delaware,450,14
d101728,District of Columbia,757,15
d101729,Florida,10260,169
d101730,Georgia,5967,198
d101731,Guam,154,4
d101732,Hawaii,317,3
d101733,Idaho,1013,10
d101734,Illinois,8904,211
d101735,Indiana,3437,102
d101736,Iowa,699,11
d101737,Kansas,624,19
d101738,Kentucky,770,34
d101739,Louisiana,10297,370
d101740,Maine,432,9
d101741,Maryland,2758,42
d101742,Massachusetts,10402,192
d101743,Michigan,12670,478
d101744,Minnesota,789,22
d101745,Mississippi,1358,29
d101746,Missouri,2113,31
d101747,Montana,262,5
d101748,Nebraska,296,6
d101749,Nevada,1549,43
d101750,New Hampshire,540,7
d101751,New Jersey,29895,647
d101752,New Mexico,495,10
d101753,New York,102870,2935
d101754,North Carolina,2093,19
d101755,North Dakota,173,3
d101756,Northern Mariana Islands,8,1
d101757,Ohio,3312,91
d101758,Oklahoma,988,38
d101759,Oregon,899,22
d101760,Pennsylvania,8420,102
d101761,Puerto Rico,378,15
d101762,Rhode Island,711,14
d101763,South Carolina,1700,34
d101764,South Dakota,187,2
d101765,Tennessee,3032,36
d101766,Texas,5669,97
d101767,Utah,1260,7
d101768,Vermont,389,17
d101769,Virgin Islands,38,0
d101770,Virginia,2012,46
d101771,Washington,6966,293
d101772,West Virginia,242,2
d101773,Wisconsin,1916,49
d101774,Wyoming,166,0
d101775,Alabama,1633,44
d101776,Alaska,169,3
d101777,Arizona,2019,53
d101778,Arkansas,743,14
d101779,California,13796,323
d101780,Colorado,4574,126
d101781,Connecticut,5276,165
d101782,Delaware,593,14
d101783,District of Columbia,902,21
d101784,Florida,11537,194
d101785,Georgia,6383,208
d101786,Guam,223,4
d101787,Hawaii,349,3
d101788,Idaho,1077,10
d101789,Illinois,10357,248
d101790,Indiana,3953,116
d101791,Iowa,786,11
d101792,Kansas,701,21
d101793,Kentucky,917,40
d101794,Louisiana,12496,412
d101795,Maine,456,10
d101796,Maryland,3125,54
d101797,Massachusetts,11736,216
d101798,Michigan,14225,540
d101799,Minnesota,865,24
d101800,Mississippi,1455,35
d101801,Missouri,2291,44
d101802,Montana,281,6
d101803,Nebraska,339,8
d101804,Nevada,1758,46
d101805,New Hampshire,621,9
d101806,New Jersey,34124,847
d101807,New Mexico,543,11
d101808,New York,114996,3568
d101809,North Carolina,2402,30
d101810,North Dakota,186,3
d101811,Northern Mariana Islands,8,1
d101812,Ohio,3739,102
d101813,Oklahoma,1159,42
d101814,Oregon,999,26
d101815,Pennsylvania,10109,139
d101816,Puerto Rico,452,18
d101817,Rhode Island,806,17
d101818,South Carolina,1917,40
d101819,South Dakota,212,2
d101820,Tennessee,3265,47
d101821,Texas,6566,124
d101822,Utah,1428,8
d101823,Vermont,461,20
d101824,Virgin Islands,42,0
d101825,Virginia,2407,52
d101826,Washington,7498,318
d101827,West Virginia,282,2
d101828,Wisconsin,2112,60
d101829,Wyoming,187,0
d101830,Alabama,1841,45
d101831,Alaska,185,4
d101832,Arizona,2269,64
d101833,Arkansas,853,16
d101834,California,15076,349
d101835,Colorado,4950,140
d101836,Connecticut,5675,189
d101837,Delaware,673,14
d101838,District of Columbia,998,22
d101839,Florida,12342,220
d101840,Georgia,6742,219
d101841,Guam,265,4
d101842,Hawaii,369,4
d101843,Idaho,1101,10
d101844,Illinois,11276,282
d101845,Indiana,4411,127
d101846,Iowa,868,22
d101847,Kansas,763,23
d101848,Kentucky,1048,44
d101849,Louisiana,13010,477
d101850,Maine,470,10
d101851,Maryland,3609,68
d101852,Massachusetts,12500,231
d101853,Michigan,15635,616
d101854,Minnesota,935,29
d101855,Mississippi,1638,43
d101856,Missouri,2367,52
d101857,Montana,298,6
d101858,Nebraska,377,8
d101859,Nevada,1880,46
d101860,New Hampshire,669,9
d101861,New Jersey,37505,917
d101862,New Mexico,624,12
d101863,New York,122911,4161
d101864,North Carolina,2585,37
d101865,North Dakota,207,3
d101866,Northern Mariana Islands,8,1
d101867,Ohio,4043,119
d101868,Oklahoma,1252,46
d101869,Oregon,1068,27
d101870,Pennsylvania,11589,159
d101871,Puerto Rico,475,20
d101872,Rhode Island,922,25
d101873,South Carolina,2049,44
d101874,South Dakota,240,2
d101875,Tennessee,3538,50
d101876,Texas,7091,136
d101877,Utah,1605,8
d101878,Vermont,512,22
d101879,Virgin Islands,42,0
d101880,Virginia,2637,52
d101881,Washington,7984,344
d101882,West Virginia,324,3
d101883,Wisconsin,2267,73
d101884,Wyoming,200,0
d101885,Alabama,2006,53
d101886,Alaska,189,4
d101887,Arizona,2465,67
d101888,Arkansas,927,16
d101889,California,16284,386
d101890,Colorado,5172,150
d101891,Connecticut,6906,206
d101892,Delaware,783,15
d101893,District of Columbia,1097,24
d101894,Florida,13621,253
d101895,Georgia,7558,294
d101896,Guam,266,4
d101897,Hawaii,385,5
d101898,Idaho,1170,13
d101899,Illinois,12262,309
d101900,Indiana,4956,141
d101901,Iowa,946,25
d101902,Kansas,853,25
d101903,Kentucky,1057,52
d101904,Louisiana,14867,512
d101905,Maine,499,10
d101906,Maryland,4045,92
d101907,Massachusetts,13837,260
d101908,Michigan,17130,727
d101909,Minnesota,986,30
d101910,Mississippi,1738,51
d101911,Missouri,2722,56
d101912,Montana,319,6
d101913,Nebraska,438,10
d101914,Nevada,1971,58
d101915,New Hampshire,715,9
d101916,New Jersey,41090,1005
d101917,New Mexico,686,12
d101918,New York,130689,4758
d101919,North Carolina,2870,40
d101920,North Dakota,225,3
d101921,Northern Mariana Islands,8,1
d101922,Ohio,4450,142
d101923,Oklahoma,1327,51
d101924,Oregon,1132,29
d101925,Pennsylvania,13074,169
d101926,Puerto Rico,513,21
d101927,Rhode Island,1082,27
d101928,South Carolina,2232,48
d101929,South Dakota,288,4
d101930,Tennessee,3753,65
d101931,Texas,8104,159
d101932,Utah,1675,13
d101933,Vermont,543,23
d101934,Virgin Islands,43,1
d101935,Virginia,2878,54
d101936,Washington,8384,383
d101937,West Virginia,345,4
d101938,Wisconsin,2440,83
d101939,Wyoming,212,0
d101940,Alabama,2197,64
d101941,Alaska,211,4
d101942,Arizona,2575,77
d101943,Arkansas,997,18
d101944,California,17540,447
d101945,Colorado,5429,179
d101946,Connecticut,7781,277
d101947,Delaware,928,16
d101948,District of Columbia,1211,24
d101949,Florida,14739,295
d101950,Georgia,9156,348
d101951,Guam,274,4
d101952,Hawaii,408,5
d101953,Idaho,1210,15
d101954,Illinois,13549,384
d101955,Indiana,5507,173
d101956,Iowa,1048,26
d101957,Kansas,905,30
d101958,Kentucky,1289,66
d101959,Louisiana,16284,582
d101960,Maine,519,12
d101961,Maryland,4371,104
d101962,Massachusetts,15202,356
d101963,Michigan,18852,845
d101964,Minnesota,1069,34
d101965,Mississippi,1915,59
d101966,Missouri,3037,79
d101967,Montana,319,6
d101968,Nebraska,490,12
d101969,Nevada,2101,60
d101970,New Hampshire,747,13
d101971,New Jersey,44416,1232
d101972,New Mexico,794,13
d101973,New York,140081,5563
d101974,North Carolina,3220,50
d101975,North Dakota,237,4
d101976,Northern Mariana Islands,8,2
d101977,Ohio,4782,167
d101978,Oklahoma,1472,67
d101979,Oregon,1181,33
d101980,Pennsylvania,14582,240
d101981,Puerto Rico,573,23
d101982,Rhode Island,1229,30
d101983,South Carolina,2417,51
d101984,South Dakota,320,6
d101985,Tennessee,4010,72
d101986,Texas,8968,177
d101987,Utah,1752,13
d101988,Vermont,575,23
d101989,Virgin Islands,45,1
d101990,Virginia,3333,69
d101991,Washington,8682,409
d101992,West Virginia,412,4
d101993,Wisconsin,2578,94
d101994,Wyoming,221,0
d101995,Alabama,2499,67
d101996,Alaska,224,5
d101997,Arizona,2726,80
d101998,Arkansas,1077,18
d101999,California,19043,506
d102000,Colorado,5655,192
d102001,Connecticut,8781,335
d102002,Delaware,1116,19
d102003,District of Columbia,1440,27
d102004,Florida,15690,322
d102005,Georgia,10204,370
d102006,Guam,409,4
d102007,Hawaii,433,5
d102008,Idaho,1232,19
d102009,Illinois,15078,464
d102010,Indiana,5943,203
d102011,Iowa,1145,27
d102012,Kansas,1055,38
d102013,Kentucky,1393,73
d102014,Louisiana,17030,652
d102015,Maine,537,14
d102016,Maryland,5529,124
d102017,Massachusetts,16790,433
d102018,Michigan,20220,959
d102019,Minnesota,1154,39
d102020,Mississippi,2003,67
d102021,Missouri,3327,86
d102022,Montana,332,6
d102023,Nebraska,538,14
d102024,Nevada,2318,80
d102025,New Hampshire,788,18
d102026,New Jersey,47437,1504
d102027,New Mexico,865,16
d102028,New York,149401,6268
d102029,North Carolina,3423,61
d102030,North Dakota,251,4
d102031,Northern Mariana Islands,11,2
d102032,Ohio,5148,193
d102033,Oklahoma,1524,79
d102034,Oregon,1239,38
d102035,Pennsylvania,16414,313
d102036,Puerto Rico,620,24
d102037,Rhode Island,1450,35
d102038,South Carolina,2552,63
d102039,South Dakota,393,6
d102040,Tennessee,4246,83
d102041,Texas,9897,195
d102042,Utah,1875,13
d102043,Vermont,605,23
d102044,Virgin Islands,45,1
d102045,Virginia,3645,75
d102046,Washington,9097,430
d102047,West Virginia,483,4
d102048,Wisconsin,2756,107
d102049,Wyoming,230,0
d102050,Alabama,2838,78
d102051,Alaska,233,5
d102052,Arizona,3018,89
d102053,Arkansas,1146,21
d102054,California,20191,548
d102055,Colorado,6202,227
d102056,Connecticut,9784,380
d102057,Delaware,1209,23
d102058,District of Columbia,1523,32
d102059,Florida,16819,370
d102060,Georgia,10885,412
d102061,Guam,542,4
d102062,Hawaii,440,6
d102063,Idaho,1353,24
d102064,Illinois,16422,534
d102065,Indiana,6351,246
d102066,Iowa,1270,27
d102067,Kansas,1116,42
d102068,Kentucky,1525,84
d102069,Louisiana,18283,702
d102070,Maine,560,16
d102071,Maryland,6185,139
d102072,Massachusetts,18941,503
d102073,Michigan,21375,1076
d102074,Minnesota,1242,50
d102075,Mississippi,2260,76
d102076,Missouri,3539,94
d102077,Montana,354,6
d102078,Nebraska,594,15
d102079,Nevada,2456,82
d102080,New Hampshire,819,21
d102081,New Jersey,51027,1700
d102082,New Mexico,989,17
d102083,New York,159937,7067
d102084,North Carolina,3651,74
d102085,North Dakota,269,5
d102086,Northern Mariana Islands,11,2
d102087,Ohio,5512,213
d102088,Oklahoma,1684,80
d102089,Oregon,1321,44
d102090,Pennsylvania,18379,344
d102091,Puerto Rico,683,33
d102092,Rhode Island,1727,43
d102093,South Carolina,2792,67
d102094,South Dakota,447,6
d102095,Tennessee,4456,95
d102096,Texas,11372,228
d102097,Utah,1980,13
d102098,Vermont,628,23
d102099,Virgin Islands,46,1
d102100,Virginia,4042,109
d102101,Washington,9608,456
d102102,West Virginia,524,5
d102103,Wisconsin,2885,116
d102104,Wyoming,239,0
d102105,Alabama,3008,80
d102106,Alaska,244,5
d102107,Arizona,3112,97
d102108,Arkansas,1202,24
d102109,California,21366,594
d102110,Colorado,6510,253
d102111,Connecticut,10538,448
d102112,Delaware,1326,32
d102113,District of Columbia,1660,38
d102114,Florida,17960,418
d102115,Georgia,11859,425
d102116,Guam,577,4
d102117,Hawaii,463,8
d102118,Idaho,1397,25
d102119,Illinois,17887,607
d102120,Indiana,6907,300
d102121,Iowa,1388,31
d102122,Kansas,1180,50
d102123,Kentucky,1702,90
d102124,Louisiana,19253,755
d102125,Maine,586,17
d102126,Maryland,6968,172
d102127,Massachusetts,20974,599
d102128,Michigan,22646,1280
d102129,Minnesota,1335,57
d102130,Mississippi,2469,82
d102131,Missouri,3799,105
d102132,Montana,365,6
d102133,Nebraska,679,18
d102134,Nevada,2606,86
d102135,New Hampshire,885,22
d102136,New Jersey,54588,1932
d102137,New Mexico,1091,19
d102138,New York,170512,7844
d102139,North Carolina,3906,78
d102140,North Dakota,278,7
d102141,Northern Mariana Islands,11,2
d102142,Ohio,5878,231
d102143,Oklahoma,1794,88
d102144,Oregon,1371,48
d102145,Pennsylvania,20128,435
d102146,Puerto Rico,725,39
d102147,Rhode Island,2015,49
d102148,South Carolina,3065,72
d102149,South Dakota,536,6
d102150,Tennessee,4793,104
d102151,Texas,12290,246
d102152,Utah,2103,17
d102153,Vermont,679,24
d102154,Virgin Islands,46,1
d102155,Virginia,4509,121
d102156,Washington,9887,483
d102157,West Virginia,537,5
d102158,Wisconsin,3068,131
d102159,Wyoming,253,0
d102160,Alabama,3262,93
d102161,Alaska,255,6
d102162,Arizona,3393,112
d102163,Arkansas,1228,25
d102164,California,22421,632
d102165,Colorado,6893,274
d102166,Connecticut,11510,494
d102167,Delaware,1479,33
d102168,District of Columbia,1778,47
d102169,Florida,18978,445
d102170,Georgia,12261,432
d102171,Guam,681,5
d102172,Hawaii,484,8
d102173,Idaho,1407,27
d102174,Illinois,19180,682
d102175,Indiana,7435,330
d102176,Iowa,1510,34
d102177,Kansas,1283,55
d102178,Kentucky,1851,94
d102179,Louisiana,20014,806
d102180,Maine,616,19
d102181,Maryland,7694,207
d102182,Massachusetts,22860,686
d102183,Michigan,23853,1391
d102184,Minnesota,1427,64
d102185,Mississippi,2642,93
d102186,Missouri,4024,116
d102187,Montana,377,6
d102188,Nebraska,719,18
d102189,Nevada,2720,111
d102190,New Hampshire,929,23
d102191,New Jersey,58151,2183
d102192,New Mexico,1174,20
d102193,New York,180458,8627
d102194,North Carolina,4310,86
d102195,North Dakota,293,7
d102196,Northern Mariana Islands,11,2
d102197,Ohio,6250,247
d102198,Oklahoma,1868,93
d102199,Oregon,1447,51
d102200,Pennsylvania,21774,515
d102201,Puerto Rico,788,42
d102202,Rhode Island,2349,56
d102203,South Carolina,3207,80
d102204,South Dakota,626,6
d102205,Tennessee,4983,107
d102206,Texas,13208,265
d102207,Utah,2206,18
d102208,Vermont,711,25
d102209,Virgin Islands,51,1
d102210,Virginia,5077,130
d102211,Washington,10224,498
d102212,West Virginia,593,6
d102213,Wisconsin,3213,141
d102214,Wyoming,261,0
d102215,Alabama,3583,93
d102216,Alaska,270,6
d102217,Arizona,3539,117
d102218,Arkansas,1280,27
d102219,California,23323,676
d102220,Colorado,7303,290
d102221,Connecticut,12035,554
d102222,Delaware,1625,35
d102223,District of Columbia,1875,50
d102224,Florida,19855,460
d102225,Georgia,12103,438
d102226,Guam,716,5
d102227,Hawaii,497,9
d102228,Idaho,1426,27
d102229,Illinois,20852,727
d102230,Indiana,7928,343
d102231,Iowa,1587,41
d102232,Kansas,1338,56
d102233,Kentucky,1963,98
d102234,Louisiana,20595,840
d102235,Maine,633,19
d102236,Maryland,8225,236
d102237,Massachusetts,25475,756
d102238,Michigan,24494,1486
d102239,Minnesota,1621,70
d102240,Mississippi,2781,96
d102241,Missouri,4160,116
d102242,Montana,387,6
d102243,Nebraska,806,18
d102244,Nevada,2860,113
d102245,New Hampshire,985,23
d102246,New Jersey,61850,2350
d102247,New Mexico,1245,26
d102248,New York,188694,9385
d102249,North Carolina,4520,86
d102250,North Dakota,308,8
d102251,Northern Mariana Islands,11,2
d102252,Ohio,6604,253
d102253,Oklahoma,1970,96
d102254,Oregon,1527,52
d102255,Pennsylvania,22955,525
d102256,Puerto Rico,897,44
d102257,Rhode Island,2665,63
d102258,South Carolina,3319,82
d102259,South Dakota,730,6
d102260,Tennessee,5144,107
d102261,Texas,13776,288
d102262,Utah,2303,18
d102263,Vermont,727,27
d102264,Virgin Islands,51,1
d102265,Virginia,5274,141
d102266,Washington,10411,511
d102267,West Virginia,615,8
d102268,Wisconsin,3341,145
d102269,Wyoming,270,0
d102270,Alabama,3805,104
d102271,Alaska,275,6
d102272,Arizona,3702,122
d102273,Arkansas,1475,30
d102274,California,24334,725
d102275,Colorado,7691,308
d102276,Connecticut,13381,602
d102277,Delaware,1761,41
d102278,District of Columbia,1955,52
d102279,Florida,21011,498
d102280,Georgia,13125,479
d102281,Guam,719,6
d102282,Hawaii,502,9
d102283,Idaho,1453,33
d102284,Illinois,22025,800
d102285,Indiana,8236,350
d102286,Iowa,1710,44
d102287,Kansas,1383,63
d102288,Kentucky,2048,106
d102289,Louisiana,21016,884
d102290,Maine,698,19
d102291,Maryland,8936,262
d102292,Massachusetts,26867,844
d102293,Michigan,25487,1601
d102294,Minnesota,1650,70
d102295,Mississippi,2942,98
d102296,Missouri,4388,136
d102297,Montana,394,7
d102298,Nebraska,871,19
d102299,Nevada,3036,114
d102300,New Hampshire,1020,23
d102301,New Jersey,64584,2443
d102302,New Mexico,1345,31
d102303,New York,195031,10056
d102304,North Carolina,4788,91
d102305,North Dakota,331,9
d102306,Northern Mariana Islands,11,2
d102307,Ohio,6975,274
d102308,Oklahoma,2069,98
d102309,Oregon,1584,53
d102310,Pennsylvania,24295,563
d102311,Puerto Rico,903,45
d102312,Rhode Island,2976,73
d102313,South Carolina,3439,87
d102314,South Dakota,868,6
d102315,Tennessee,5483,114
d102316,Texas,14487,320
d102317,Utah,2363,18
d102318,Vermont,748,28
d102319,Virgin Islands,51,1
d102320,Virginia,5747,149
d102321,Washington,10538,525
d102322,West Virginia,638,9
d102323,Wisconsin,3428,155
d102324,Wyoming,275,1
d102325,Alabama,3953,114
d102326,Alaska,283,7
d102327,Arizona,3806,131
d102328,Arkansas,1498,32
d102329,California,25758,778
d102330,Colorado,7941,329
d102331,Connecticut,13989,671
d102332,Delaware,1926,43
d102333,District of Columbia,2058,67
d102334,Florida,21620,570
d102335,Georgia,13913,517
d102336,Guam,721,6
d102337,Hawaii,511,9
d102338,Idaho,1464,39
d102339,Illinois,23247,878
d102340,Indiana,8527,387
d102341,Iowa,1899,44
d102342,Kansas,1439,69
d102343,Kentucky,2210,115
d102344,Louisiana,21518,1013
d102345,Maine,734,20
d102346,Maryland,9472,302
d102347,Massachusetts,28163,957
d102348,Michigan,26844,1766
d102349,Minnesota,1695,79
d102350,Mississippi,3087,111
d102351,Missouri,4686,151
d102352,Montana,399,7
d102353,Nebraska,931,21
d102354,Nevada,3137,130
d102355,New Hampshire,1091,27
d102356,New Jersey,68824,2805
d102357,New Mexico,1407,36
d102358,New York,202208,10834
d102359,North Carolina,4992,116
d102360,North Dakota,341,9
d102361,Northern Mariana Islands,13,2
d102362,Ohio,7280,324
d102363,Oklahoma,2184,109
d102364,Oregon,1633,55
d102365,Pennsylvania,25591,746
d102366,Puerto Rico,923,45
d102367,Rhode Island,3251,80
d102368,South Carolina,3553,97
d102369,South Dakota,988,6
d102370,Tennessee,5654,123
d102371,Texas,15303,365
d102372,Utah,2418,19
d102373,Vermont,752,29
d102374,Virgin Islands,51,1
d102375,Virginia,6171,154
d102376,Washington,10694,552
d102377,West Virginia,697,10
d102378,Wisconsin,3555,172
